Name,Area (ABD),Area (Filled),Aspect Ratio,Average Blue,Average Green,Average Red,Biovolume (Cylinder),Biovolume (P. Spheroid),Biovolume (Sphere),Calibration Factor,Calibration Image,Capture ID,Capture X,Capture Y,Ch1 Area,Ch1 Peak,Ch1 Width,Ch2 Area,Ch2 Peak,Ch2 Width,Ch2/Ch1 Ratio,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter,Convexity,Date,Diameter (ABD),Diameter (ESD),Diameter (FD),Edge Gradient,Elapsed Time,Elongation,Feret Angle Max,Feret Angle Min,Fiber Curl,Fiber Straightness,Filter Score,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Group ID,Image Height,Image Width,Image X,Image Y,Intensity,Length,Particles Per Chain,Perimeter,Ratio Blue/Green,Ratio Red/Blue,Ratio Red/Green,Roughness,Scatter Area,Scatter Peak,Scatter Width,Sigma Intensity,Source Image,Sphere Complement,Sphere Count,Sphere Unknown,Sphere Volume,Sum Intensity,Symmetry,Time,Timestamp,Transparency,UUID,Volume (ABD),Volume (ESD),Width
sell,69.7149482458134,22.866134641855982,49.44229069500355,9.425271098692333,7.006981002512615,-1.4158676413422429,1311.2816414556971,11.12872133832064,1.0371533266467432,1.3941119901189856,43,53,84,42,54,8,50,62,89,34,62,939.0574792196444,11.44275881241024,306.4957558812987,181.72827695315277,-0.913029320871338,972.9736499934662,28-05-2023 11:47:58,158.77204552659848,3.5440309835515045,-4.665575644082745,14.512659641053,8.139122472829264,41.836791691266875,38,60,8.006327106071232,1.6478817878939107,45,21.088928581992263,8.357066378005298,1721.4950328311365,84,93,93,22,83,10.971011744606404,12.015021982116894,57,156.87328522739713,1295.9732490962306,39.04371771781302,74.08054498013732,25.92184022599371,96,21,23,1.995705858230634,84,81,51,21,71,90,-3.514881623074124,05-04-2023 04:10:42,04-04-2023 04:09:44,233.92568614440182,789a83da-6284-4f44-abce-f65a7d30fc16,1100.0143156424117,192.95002071275667,88.30422066596347
black,75.13593281365317,19.878189294573453,38.059064889601586,9.425271098692333,7.217023822947295,-1.4041851145954947,1166.4980898895078,8.09761121426936,1.0867339744339393,1.7076809293017834,97,34,71,19,18,42,19,93,27,72,28,623.1670479290708,9.785818914049212,308.84832390044346,184.8744722122603,-1.529160678167834,866.6043135870242,04-09-2023 03:15:50,160.03226364980398,2.232818545998692,-4.665575644082745,14.21252903527165,5.161529621681856,31.16440991331716,70,29,5.221101264892698,1.653643258112171,22,20.57021477239372,8.357066378005298,1319.0070170447361,55,9,28,19,2,10.4111535476614,11.514161530684103,9,168.27004346231487,857.9824385346063,34.99734028020705,68.93551721516809,23.183288496950897,9,24,92,1.8612430982902417,41,39,33,78,98,14,-4.29532282443736,05-03-2023 14:55:18,03-06-2023 17:42:40,235.9130512393634,0cbfa985-d0b6-468b-8522-a236ec10fc49,978.4079548722982,179.20859013154626,65.96929908182815
level,65.81925971607303,61.679038271641296,98.42334469923641,9.438287508195032,7.152010569003227,-1.4041851145954947,7800.225016438178,50.502328102268166,1.0017385782273174,1.2246152662363925,30,48,36,16,0,8,32,18,54,28,18,16458.542356818274,32.14559926289964,310.21945250055853,177.24701857422656,-1.4675475424381843,5740.25966632192,02-06-2023 09:13:34,160.76674660504648,5.482066927836881,-4.665575644082745,20.93420406058315,46.81754893247971,87.75914420855366,66,71,12.123026764008287,1.653643258112171,50,32.18724279986119,8.365392931423159,3530.233618249764,55,8,22,35,39,22.94964441674228,22.731348724231,89,148.68321942359697,22814.16781189916,90.86711211573325,230.9684276754608,60.13901344263616,36,30,69,2.399094138051811,39,75,37,32,3,16,-2.438818754527844,16-03-2023 21:33:49,06-07-2023 01:01:18,226.5585110790028,2da63300-5fe0-4385-a11f-1f256a2d2ee7,6550.196884994657,611.9689352013093,184.40949161417566
question,68.86985179227185,34.807787402690245,84.28448374956095,9.425271098692333,6.931965709500228,-1.4158676413422429,658.2963712509519,23.242886884952725,0.7750841883429925,1.0212191975772804,69,47,99,57,26,52,82,66,73,6,21,2488.864227985353,16.42248678651677,312.3555265302115,166.33882843245246,-0.3954789807422814,493.23952879319535,19-10-2023 11:22:14,161.91099373531895,14.98675806053678,-4.665575644082745,12.89945763497824,20.03940034233028,74.50320739943996,8,46,32.312517495673184,1.6478817878939107,78,18.30084185540007,8.357066378005298,1819.371507590804,69,18,76,70,27,7.961773936026992,9.322897055665637,71,155.09660428583203,3444.823125088103,51.572606176109616,48.830079978782535,34.15221880951485,38,11,51,2.5634375113122907,17,18,63,41,11,73,3.118868588513383,07-09-2023 15:13:54,05-09-2023 14:13:18,216.73561099180415,355b9665-beab-420f-8435-12bc6bc97cf4,551.5600092857505,125.51063499712387,156.66776391778453
weight,45.954340030690645,66.15589197841716,119.83361985160212,9.412254689189634,7.167013627605704,-1.427550168088991,33544.198541596736,55.043855813558565,1.0513192260145134,1.4195364987013748,37,32,28,99,50,88,93,18,14,4,68,27304.261873113923,38.319036626147984,317.14726016429773,149.56257015938237,-1.516838051021904,24653.798882026622,23-03-2023 23:47:54,164.4778183789032,3.358542394824521,-4.665575644082745,29.963133117838783,51.27889144165651,107.83241994806872,34,47,7.612319548050855,1.6421203176756505,46,47.791883238617494,8.348739824587438,28841.854218081873,5,14,92,10,99,39.79204517483791,37.715423896262024,14,106.9203838764413,37852.05757215196,106.18807187073169,604.7004073919261,70.34232714277954,29,54,41,2.0554670848708083,89,26,73,33,58,36,-3.6094805565726986,30-09-2023 00:33:42,08-06-2023 07:43:48,198.1657728114943,86944d53-11e5-44cb-8628-d4ae22cc0fa3,28173.032478480425,1603.5960306958666,226.41839355442514
wonder,64.16513799908012,26.593469854737247,55.949052213680744,9.412254689189634,7.0669932369225235,-1.4392326948357395,2814.397701727663,14.909902781204957,1.065485125382284,1.4788603520602823,71,97,83,21,91,39,10,92,64,6,7,1810.48520240452,14.614106144757153,323.4400187921942,161.39185036056628,-1.208772372373656,2077.2804316923603,14-06-2023 17:02:42,167.84870857348974,2.961980584442695,-4.665575644082745,16.8011555101358,11.853543385447058,47.937227916685536,40,71,6.7699585619383225,1.6363588474573905,70,25.04412138018119,8.348739824587438,3127.483081744294,79,32,85,43,82,15.239930496312082,15.83408292429193,62,145.20569148309454,2504.2318635286706,47.129386117652615,119.67105611914349,31.163369341796084,1,83,45,1.9508849382505034,58,92,55,18,15,68,-3.7986784235698465,06-06-2023 04:13:17,18-09-2023 23:58:44,213.73557578476024,b4e165cb-e65b-4796-a07f-d7beb560e6d3,2362.5090667897516,314.7139591396857,101.07107698338432
wind,71.51335472316708,38.54525124386738,65.51442446841016,9.425271098692333,7.081996295525,-1.4158676413422429,1192.3219486659218,27.034343277410095,0.9946556285434323,1.1652914128774847,10,50,16,6,80,16,52,58,75,80,38,2756.029366688595,17.04606631815802,323.80084210801397,169.4953730180702,-1.2580628809573757,885.576542764902,23-06-2023 20:47:12,168.04199356171145,6.716525466606114,-4.665575644082745,14.268803523855654,23.763914790036704,56.90527496203491,39,56,14.745214994971494,1.6478817878939107,66,20.667473611693445,8.357066378005298,456.64103938650925,98,96,95,50,53,10.516126959588588,11.60807286532775,51,160.65414893841074,3815.2549712708833,53.20249551174774,69.86849679927174,35.18285655700409,95,25,8,2.428974751371898,12,52,66,50,74,72,-1.7293267532885386,11-02-2023 07:04:34,28-11-2023 10:15:15,220.12805586727995,04fc561e-8efc-4a24-b271-449eac0f06b5,1000.0978875536734,181.70040840237021,119.83920500655505
red,73.50757623243894,20.62770778846805,39.869704735707984,9.425271098692333,7.217023822947295,-1.4041851145954947,1351.9323604928659,8.857957482675443,1.0867339744339393,1.690731256913524,66,60,53,6,28,9,1,57,85,86,7,737.8392014960186,10.445031561784246,331.3348329423303,182.2664419316843,-1.529160678167834,1002.8388519563534,05-07-2023 03:17:59,172.07778411578064,2.232818545998692,-4.665575644082745,14.593945013452117,5.908451218240867,32.86198141285162,15,77,5.221101264892698,1.653643258112171,13,21.22941357209187,8.357066378005298,1555.8882125515925,47,46,95,2,44,11.122640006279012,12.150671687713276,69,164.8466826236894,1016.9785476742163,36.56345133749412,75.49365440869195,24.272819830010942,68,45,51,1.8761834049502852,85,29,99,59,39,99,-4.271673091062716,26-02-2023 04:39:56,04-09-2023 09:41:10,233.77378562758946,ef09ee97-fc08-4a71-aed2-40872c32cd92,1134.1576002304992,196.72417821067128,69.52193870009049
early,72.83768270219258,21.377226282362653,41.73805421834366,9.425271098692333,7.222024842481455,-1.4041851145954947,1620.7246187250012,9.618303751081529,1.0867339744339393,1.690731256913524,98,55,6,4,18,30,47,2,3,7,65,877.1545019615963,11.157693883659956,332.56163221611746,182.54587374746032,-1.529160678167834,1200.3146966227994,09-01-2023 12:11:52,172.73495307573444,2.232818545998692,-4.665575644082745,15.08790996880059,6.655372814799879,34.61365877691308,69,70,5.221101264892698,1.653643258112171,46,22.083130050389478,8.357066378005298,1867.194031914593,7,45,49,83,98,12.044073288751001,12.975004514029743,53,163.43833797488776,1210.1430608418407,38.342156655951385,84.49608899214819,25.450691541427204,15,65,35,1.8761834049502852,21,31,31,86,42,6,-4.271673091062716,04-03-2023 15:36:04,06-08-2023 00:21:26,234.0396115320111,98c681af-bdd9-4eb2-9702-e3e05a552d23,1359.921148459577,220.7680387186216,73.18780985997076
population,68.72041400475536,18.38928093508012,34.42335778825647,9.425271098692333,7.212022803413136,-1.4041851145954947,710.0549208156957,6.587193627030246,1.0867339744339393,1.6737815845252646,68,86,50,35,94,4,80,38,35,12,8,416.9932595177432,8.360494270297792,335.549249271105,180.6622963225999,-1.529160678167834,531.2654130252508,17-09-2023 16:39:26,174.33535277821017,2.232818545998692,-4.665575644082745,13.055775658822693,3.6777799636524673,27.755740448116498,65,72,5.221101264892698,1.653643258112171,51,18.571005297899312,8.357066378005298,770.9658470188066,1,13,59,56,63,8.25336674693585,9.583761874120215,55,154.78243509494553,572.1167846307906,31.24150833286701,51.072504593207086,20.827545074118373,34,91,52,1.9060640182703725,1,66,48,47,4,63,-4.236198491000751,09-07-2023 19:47:45,23-05-2023 12:22:59,231.6598367686176,ecfecee8-c771-4b33-b50a-df1056fd6b60,595.0329644883351,131.49974206910423,58.835711959899
war,47.840347969691926,160.9497241994925,484.2483334203548,9.425271098692333,6.926964689966069,-1.427550168088991,850948.5490742828,151.20710886778218,0.9450749807562362,1.1483417404892253,12,44,49,55,59,51,23,89,28,8,91,728037.8941980627,117.44237091239877,338.6523297871549,149.88339928119925,-0.34618847215856174,625183.0537687726,19-08-2023 19:29:06,175.9976036769168,7.170652701075625,-4.665575644082745,76.14573008244412,145.74428633619422,449.4906647368429,23,96,15.709854188745524,1.6421203176756505,17,127.60897069059402,8.357066378005298,933863.613005673,68,58,48,37,53,125.94022522975087,113.2201369497554,42,110.88541573383664,1009438.5990064449,303.9219941851264,5309.98925107459,201.11553390277018,10,83,26,2.085347698190896,94,91,97,57,69,32,-1.4573548194801385,23-07-2023 16:00:26,23-10-2023 20:00:47,197.178419452214,cb566cbe-c757-444c-b1ac-c3c4d36c2303,714725.9403928551,13778.38694935491,941.4331170435025
teacher,67.61251316627099,19.878189294573453,46.24661957219426,9.438287508195032,6.931965709500228,-1.4041851145954947,458.8849524781949,8.09761121426936,0.930909081388466,1.2415649386246517,24,56,93,14,13,81,32,60,18,42,72,553.7723670134359,9.34931324190034,339.7636655998797,184.56399241695362,-0.3954789807422814,346.73628269048936,15-02-2023 20:44:43,176.59292144063969,5.277389864414003,-4.665575644082745,12.192900167201312,5.161529621681856,38.84067944308454,24,32,11.688259803434077,1.653643258112171,6,17.079703095303486,8.365392931423159,774.9765802268097,54,11,13,76,68,6.643774430718956,8.14378807625094,22,152.45324971423517,761.7647961744746,33.828071843771,39.593036494060485,22.461842073708436,82,33,27,2.2048701514712445,40,41,73,13,78,50,-2.5570674214010616,01-07-2023 05:00:10,02-03-2023 05:01:09,234.9256978800831,bf32eb05-429c-42a9-b76e-69abfc7159bb,384.0707007928997,100.8401769122997,82.03402404887099
answer,64.18575010770307,19.878189294573453,38.98963277863635,9.412254689189634,7.202020764344818,-1.427550168088991,1264.4735884231986,8.09761121426936,1.0867339744339393,1.6992060931076536,91,5,29,70,93,17,46,29,42,4,92,682.0721749715634,10.13324179596362,341.0193307389324,174.41130311042573,-1.529160678167834,938.5847882361398,19-07-2023 17:28:15,177.2655531996512,2.232818545998692,-4.665575644082745,14.41886882674633,5.161529621681856,32.03686697881495,47,43,5.221101264892698,1.6421203176756505,15,20.926830516492718,8.348739824587438,1463.4517504704168,59,1,2,19,41,10.796056058061092,11.858503091044147,75,145.2490251645961,939.6560246390383,35.87606322637717,72.43828267127651,23.757500956266327,18,10,95,1.8761834049502852,40,51,24,89,27,16,-4.283497957750038,21-05-2023 14:59:06,22-09-2023 05:01:26,228.35600052794896,b89b4d99-9ec3-490d-9fa3-1818ac6ca4a2,1060.699373285756,188.56383767463964,67.79515769041716
military,65.5770674397532,19.13879942897472,46.434175890914446,9.425271098692333,6.906960611829433,-1.4158676413422429,304.9269732589639,7.347539895436331,0.8671625342334994,1.1737662490716145,90,18,4,6,31,33,48,71,23,50,25,447.5619816962431,8.601017803930844,349.1883706090916,175.25994788426394,-0.161349064969613,233.6266931903331,09-04-2023 04:22:45,181.64152533299062,6.415906029703762,-4.665575644082745,11.492595420378159,4.42470156021148,39.01652350279728,26,20,14.106651021628123,1.6478817878939107,19,15.869370872906877,8.357066378005298,645.8893088666824,82,21,98,79,87,5.3374386378472725,6.975113689574426,0,148.1740486659533,614.5011624990727,32.13440422978181,31.512669452788558,21.225076776721362,48,98,57,2.2646313781114187,84,11,20,41,19,68,-1.8948748869110434,11-01-2023 17:51:21,29-10-2023 09:36:25,225.96356738815444,ab6200ca-9887-46c3-bc43-1b7d11426343,254.75856994761955,79.25899060183033,82.40202655912924
move,67.89077663268101,25.854079989138516,36.63075138550171,9.425271098692333,7.117003432264114,-1.4158676413422429,37.21840581000672,14.159831462371928,1.0867339744339393,1.105967559518577,7,77,20,68,53,67,93,0,7,98,74,487.2060671978572,8.894991011704574,349.39043166595064,173.1900825822195,-1.368966525270745,36.94701264770819,27-05-2023 18:37:24,181.74976492639476,8.660957569123454,-4.665575644082745,9.179088667480247,11.116715323976681,29.82528976627405,66,48,18.87550112042649,1.6478817878939107,67,11.870951923918073,8.357066378005298,27.98845859953598,34,45,95,68,16,1.0218650363961768,3.1143143764466545,41,153.03825441450658,669.4687823534839,32.80053291478174,12.411140072982358,21.71094885768057,47,14,25,2.772601804552901,66,7,41,19,66,99,-0.5941395513056502,06-04-2023 08:46:18,28-07-2023 00:14:56,224.53317085483815,14eb03ae-d3f4-4872-97de-c955363bdbd0,29.905233485809877,28.242290214961184,63.16681842678456
message,80.11375704609918,96.01508819465074,92.29890952256576,9.425271098692333,7.3920595066428625,-1.4158676413422429,123.35950840467324,85.33440715492527,0.3926049054131942,0.9449456718301135,84,35,51,73,21,51,14,37,37,59,81,96646.17361243993,59.18222609905941,354.4419580874271,169.08139995766132,-1.529160678167834,100.23301317191175,09-08-2023 04:42:36,184.45575476149864,37.865816056275364,-4.665575644082745,10.267062113437644,81.03463288295335,82.01715933562635,96,67,80.91131180735913,1.6478817878939107,35,13.751289483712808,8.357066378005298,114573.68297907189,80,45,0,5,7,3.0513510003218274,4.929933512890526,65,178.73512754494843,133996.53401139862,158.5216924954604,19.913168892529207,104.82452149449065,24,73,36,3.175990084374078,52,10,77,32,50,12,16.563742011998222,09-03-2023 22:06:54,28-06-2023 01:53:05,219.03943549679147,9b8e91a9-2852-4ba5-a1d3-bc981b01f4d0,102.25672566807947,48.278840638253115,172.3927942599736
music,79.86125871546786,34.807787402690245,24.215965827138717,9.425271098692333,7.677117620089929,-1.4158676413422429,0.13894049012953325,23.242886884952725,0.43510260351650515,1.1144423957127068,78,90,10,82,39,15,9,15,84,63,5,2620.1735736842434,16.73427655233739,354.5141227505911,169.60921560968265,-1.529160678167834,9.70553336559569,22-01-2023 21:24:27,184.494411759143,8.270791916973593,-4.665575644082745,8.109873384384185,20.03940034233028,18.1857656599043,36,15,18.046726601831903,1.6478817878939107,99,10.023033977223246,8.357066378005298,8731.921237279437,91,59,33,39,92,-0.9726297902204104,1.3299990182173338,52,178.20428994655396,3626.8871607792335,52.15369715664146,7.5607374398353375,34.66753768325947,54,92,3,3.131169164393947,36,43,26,44,1,90,-0.8188120183647634,22-03-2023 23:11:17,25-04-2023 02:04:07,219.48247867082748,e56f8904-4efd-4113-84b3-b3657e12bd81,-1.23848959650803,15.287749614010975,38.80788303622886
artist,79.99523742151713,113.18311315615547,109.74886086810909,9.425271098692333,7.387058487108703,-1.4158676413422429,169.46562536170418,102.75044668125385,0.3996878550970794,0.9364708356359838,77,99,77,67,45,98,94,46,37,87,99,134445.79232353598,66.23758308562896,354.5718544811223,168.98825601906933,-1.529160678167834,134.10617771267204,06-10-2023 08:08:24,184.52533735725845,47.28735713195971,-4.665575644082745,10.64847809161811,98.14317485819016,98.37742012197637,11,59,100.92417846129075,1.6478817878939107,6,14.410488283410961,8.357066378005298,121040.3996053589,56,9,6,41,80,3.7628374589394395,5.566443669919698,12,178.4859588763143,186406.74970091492,176.2095350248203,23.19769351025081,116.48545143751164,77,74,65,3.175990084374078,77,89,6,8,85,56,22.109604488352122,08-07-2023 13:25:49,05-07-2023 06:37:31,218.68500095756266,f8818d91-1e6d-4791-bf16-148b964d2d9a,140.98209903911842,57.05120671448711,206.63118165669306
should,80.09829796463195,90.03919750008569,44.04643967951516,9.425271098692333,8.137211417232562,-1.4158676413422429,5.951463781721042,79.27218690682272,0.3926049054131942,0.9873198528007617,17,62,48,2,11,62,30,60,4,69,65,59672.804495841716,50.17595600635512,354.6440191442862,169.0400026516204,-1.529160678167834,13.975868211546238,31-07-2023 09:15:32,184.56399435490277,21.197427703774736,-4.665575644082745,8.372487664442867,75.07944718065853,36.777893357992866,91,68,45.50497745559688,1.6478817878939107,56,10.476908560621975,8.357066378005298,105373.96523794525,96,30,78,3,8,-0.4827538678935297,1.7682519132210266,80,178.70262728382224,82731.93621268643,136.07173851588817,8.526453149697005,89.93916774146763,95,56,67,3.235751311014252,4,57,17,23,55,76,6.760927528208484,10-07-2023 20:46:20,21-02-2023 17:39:26,219.48247867082748,dd4d7163-e10c-4ef3-b440-352dfb1f3a44,3.6435553370203824,17.867000104863827,77.71707152468767
two,80.02615558445159,91.53823448787487,44.48647565805098,9.425271098692333,8.15221447583504,-1.4158676413422429,7.416909272609578,80.79287944363487,0.3926049054131942,0.9873198528007617,59,94,33,1,79,82,47,37,33,8,74,61717.69481236933,50.754994142879134,354.71618380745014,168.30520046939466,-1.529160678167834,15.052499242622753,04-06-2023 08:25:24,184.60265135254713,20.378719450083224,-4.665575644082745,8.42876215302687,76.57329037377654,37.1904505750112,96,85,43.76590961330004,1.6478817878939107,88,10.574167399921704,8.357066378005298,47987.35899944571,51,68,91,14,40,-0.37778045596634025,1.8621632478646757,34,178.5509593985667,85567.23313379411,137.51737949184553,8.744693988083823,90.89618850699333,67,20,36,3.235751311014252,45,52,88,18,77,57,6.287932860715614,23-02-2023 23:37:21,29-05-2023 04:47:59,218.01410700830812,212680db-d96e-4a15-b3fd-2580f1ec9e3a,4.874409885939622,18.449881571723232,78.58046202952433
practice,79.80457541675472,87.05125215280316,64.01397391864867,9.425271098692333,7.627107424748338,-1.4158676413422429,45.28451334388901,76.24107678277143,0.3996878550970794,0.9703701804125024,52,32,43,33,70,15,42,3,15,9,94,62953.67397804347,51.102417024793546,354.7883484706141,168.26380316335374,-1.529160678167834,42.87300697842347,14-01-2023 03:18:00,184.64130835019148,25.64915383322233,-4.665575644082745,9.316648528463366,72.10185432951111,55.498522484333044,53,69,54.96115884808595,1.6478817878939107,40,12.108695753317406,8.357066378005298,64815.54964013173,96,62,39,43,94,1.2784667099959712,3.343875416686684,34,178.0851223224246,87280.95239524568,138.31106473354754,13.245911279811933,91.47040096630877,79,7,44,3.2058706976941655,93,52,26,21,60,27,9.386047932793913,31-08-2023 17:28:58,12-04-2023 01:25:48,218.64702582835957,f288a663-e9a4-4417-938c-5ecd04f3bcc4,36.68010516263426,30.471811825698392,116.89518492448904
recently,79.82518752537767,114.67202151564881,172.75335654895883,9.425271098692333,7.127005471332432,-1.4158676413422429,517.4411987737831,104.26086426849295,0.4067708047809645,0.9279959994418541,21,15,8,28,22,16,30,27,91,26,77,128034.71724657388,65.15077304476848,354.9182448643092,168.9365093865182,-1.4182570338544647,389.7562873356056,28-11-2023 11:06:32,184.7108909459513,71.47762756525111,-4.665575644082745,12.417998121537323,99.62692451621956,157.4474977193229,6,89,152.30819861415526,1.6478817878939107,2,17.4687384525024,8.357066378005298,107351.30046294392,36,86,58,47,33,7.06366807842771,8.519433414825533,32,178.1284560039262,177517.61697835042,173.48124200646947,42.42471137212944,114.68919707760185,2,44,58,3.131169164393947,5,76,52,3,22,89,36.34674397988752,26-04-2023 07:51:22,27-08-2023 10:12:50,218.71031771036473,652ee2e1-cfeb-4282-a59b-e80801b7bafc,433.2531661719836,108.40306394480044,330.25171721806055
let,79.92309504133675,120.637783581918,98.93551772343385,9.425271098692333,7.527087034065157,-1.4158676413422429,190.20352625797557,110.31280956702247,0.3926049054131942,0.953420508024243,0,67,93,13,34,42,93,45,0,52,66,194847.9803135358,75.15477038809878,354.99040952747316,168.5018376730889,-1.529160678167834,149.34186390034304,12-09-2023 12:08:19,184.74954794359562,36.52262282756272,-4.665575644082745,10.804796115462564,105.57201668342574,88.23933375623075,37,53,78.05815362859087,1.6478817878939107,36,14.680651725910206,8.357066378005298,303898.491833338,91,29,68,97,12,4.0544302698482975,5.827308488374277,7,178.33429099105874,270156.0521706067,198.24847343279674,24.583522834007105,131.22357122660765,66,33,88,3.190930391034122,24,94,99,95,92,90,15.771475943947664,03-11-2023 11:07:46,16-05-2023 13:31:28,217.90018162069885,bc3847fa-eb22-44b9-b241-26637ba7d2c6,158.40024240365622,60.75250402904433,185.41442154603476
anything,68.74102611337831,24.355043001349312,66.21415381132776,9.425271098692333,6.891957553226956,-1.4158676413422429,741.8760229035612,12.639138925559758,0.9025772826529253,1.105967559518577,8,7,72,54,72,86,89,12,91,81,53,950.9787549306251,11.49620848655092,363.7800655008423,158.03866857125428,0.02349034221933577,554.6436868429123,03-11-2023 08:45:36,189.45797025667636,8.692938360283279,-4.665575644082745,13.149566473129365,9.622872130858656,57.56130856942472,9,70,18.943433458016212,1.6478817878939107,39,18.73310336339886,8.357066378005298,1125.0625435901013,82,24,5,0,9,8.428322433481165,9.740280765192963,0,154.82576877644712,1312.5024272364133,39.26339845435555,52.42014177024568,26.01018060434993,77,48,21,2.2347507647913316,28,69,13,22,58,33,-0.5704898179310058,01-05-2023 16:22:21,22-09-2023 07:16:43,205.72282352290873,b9745f10-d071-490e-8c16-e555a6b4878b,621.7600918362957,135.099035126961,121.21213744867237
have,65.8038006346058,60.92951977774669,68.10414440766193,9.425271098692333,7.292039115959681,-1.4158676413422429,265.3476303369828,49.74198183386208,0.612176345613634,1.0212191975772804,40,13,20,74,68,79,55,49,53,5,34,13056.747895063909,29.6423728573112,368.196542886476,172.26899252280973,-1.529160678167834,204.54860803167833,22-10-2023 19:50:39,191.82377851251,14.852438737665516,-4.665575644082745,11.280002907949703,46.07062733592069,59.3332756326838,69,82,32.027201677796356,1.6478817878939107,21,15.501948591107906,8.357066378005298,323.90764692819744,80,1,24,18,68,4.940872415011226,6.620337536476198,41,148.65071916247078,18097.485804215,84.62392731270197,29.237508712605987,56.00173905628653,24,87,24,2.9817660977935114,83,16,0,31,99,22,3.036094521702129,30-07-2023 07:00:23,11-09-2023 02:21:21,222.735681405892,63087dae-4610-4d7c-a49e-774399ee5e77,221.51515381126296,73.18245130982106,124.92047043665934
form,68.627659515952,22.11661614796138,44.125790429742935,9.425271098692333,7.212022803413136,-1.427550168088991,1650.1320458866971,10.368375069914558,1.0867339744339393,1.614457731166357,46,49,27,9,35,54,71,6,92,52,45,967.0315708022249,11.576382997761936,369.0336529791779,175.88090747487726,-1.529160678167834,1221.919695801041,26-07-2023 19:28:37,192.27219968518438,2.232818545998692,-4.665575644082745,15.137931736430815,7.392200876270255,36.85228892171748,63,24,5.221101264892698,1.6421203176756505,38,22.169582351989234,8.357066378005298,1813.5522983181013,73,24,67,89,33,12.137382988241836,13.05848125593521,78,154.58743352818837,1334.7600999575316,39.44764681403638,85.4508926600905,26.14269117188426,30,71,1,1.9060640182703725,68,64,3,71,72,26,-4.117949824127534,10-01-2023 07:32:50,09-03-2023 02:58:44,229.0268944772035,a3a2756b-1a27-46be-bc75-0cc5cc91d854,1384.6209859622588,223.31814513613148,77.87276489441231
attorney,67.61251316627099,19.878189294573453,40.8074863293089,9.425271098692333,7.041988139251728,-1.4158676413422429,818.3131671215875,8.09761121426936,1.065485125382284,1.4788603520602823,79,37,78,65,85,64,52,99,17,81,43,593.5859216305493,9.607653333580284,376.16352169977614,172.96239739899463,-1.1101913552062168,610.8003995310797,31-07-2023 20:08:45,196.09151105244527,2.9491882679787653,-4.665575644082745,13.368411706511601,5.161529621681856,33.741201711415286,38,95,6.742785626902434,1.6478817878939107,41,19.111332182897797,8.357066378005298,953.9573726944949,16,90,97,66,93,8.836552368753566,10.105491511029374,20,152.45324971423517,816.9673896397021,34.45876815190923,55.584633926854536,22.888820569096833,24,77,29,2.0106461648906775,89,6,61,65,33,9,-3.8105032902571683,09-07-2023 07:24:49,25-05-2023 01:33:09,224.64709624244742,fb470b49-9d57-46db-b705-d744ceb45fe0,685.9610513753017,143.55081639642233,71.36195125138174
very,56.507739645648655,46.7494401635245,114.28628104022435,9.412254689189634,7.021984061115091,-1.427550168088991,27970.099536972393,35.3570524315848,1.0584021756983986,1.4195364987013748,47,78,60,88,15,24,99,72,58,9,22,17636.715022819368,32.929527816962924,379.6274255316457,155.94810461618943,-0.9992877108928475,20558.629190636344,13-10-2023 19:50:08,197.94704693937362,3.3777308695204162,-4.665575644082745,28.712588927083154,31.939678211831282,102.63149372041136,37,90,7.653078950604687,1.6421203176756505,51,45.630575698623545,8.348739824587438,36279.27037209638,23,39,34,76,9,37.459302687567046,35.43024808659992,28,129.10722880525446,24447.736764447447,92.73794161403093,542.2453354665786,61.43467232519406,76,35,28,1.9508849382505034,12,19,53,4,60,25,-3.597655689885377,25-05-2023 02:56:30,31-10-2023 13:15:02,205.84940728691902,553ecbf0-5e61-40d7-9c74-c17cd2a7ca5f,23491.24447706651,1421.635008779033,215.5340116164023
prepare,67.39608602572984,49.73738551080704,105.44227924211101,9.425271098692333,7.016983041580932,-1.4158676413422429,8097.538045736681,38.388162555636086,0.9521579304401214,1.1991907576540033,48,64,66,93,64,75,43,12,2,49,4,10335.079743908802,27.30840375316825,384.3902933004664,169.9714420375404,-0.9746424566009876,5958.689103156208,05-01-2023 10:39:44,200.49840878390015,6.0257403775539,-4.665575644082745,21.303114596856062,34.9172710629787,94.3397699816494,57,42,13.277876503033534,1.6478817878939107,1,32.8248285241594,8.357066378005298,6631.565886428006,1,78,69,23,85,23.637803450487183,23.023517320900133,3,151.99824605846848,14323.817717043174,78.88388226110682,242.89528949330034,52.144209201398276,84,64,99,2.2347507647913316,12,28,85,24,47,54,-2.1195473539701566,16-08-2023 08:50:13,18-08-2023 11:15:06,220.3938817717016,360528a5-8254-4323-8cff-573a113ecdfa,6799.915552007742,627.1967135230111,198.18127786345556
